Legacy Post ID,Legacy URL,Legacy Status,Decision,Final URL,URL Action,Redirect,Reason
1967,https://gcalls.co/chien-luoc-mo-rong-ra-thi-truong-nuoc-ngoai-va-phuc-vu-khach-hang-quoc-te/,publish,REBUILD_KEEP_URL,/chien-luoc-mo-rong-ra-thi-truong-nuoc-ngoai-va-phuc-vu-khach-hang-quoc-te/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
1968,https://gcalls.co/tong-dai-quoc-te-mo-rong-thi-truong/,publish,REBUILD_KEEP_URL,/tong-dai-quoc-te-mo-rong-thi-truong/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
2167,https://gcalls.co/?p=2167,draft,MERGE_INTO_PRIMARY,/mau-bang-danh-gia-nhan-vien-ban-hang/,CONSOLIDATE,301 to primary,Same intent; one primary URL only
2200,https://gcalls.co/?p=2200,draft,MERGE_INTO_PRIMARY,(primary is draft — slug TBD),CONSOLIDATE,NONE — never published,Same intent; one primary URL only
2244,https://gcalls.co/?p=2244,draft,REBUILD_UPDATE_TOPIC,/lam-gi-de-mo-rong-doi-ngu-ho-tro-khach-hang-ma-khong-hi-sinh-chat-luong-dich-vu/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2261,https://gcalls.co/?p=2261,draft,REBUILD_UPDATE_TOPIC,/cach-tinh-gia-tri-vong-doi-khach-hang-clv-cua-doanh-nghiep/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2400,https://gcalls.co/?p=2400,draft,REBUILD_UPDATE_TOPIC,/huong-dan-do-luong-ket-qua-khao-sat-su-hai-long-cua-khach-hang/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2425,https://gcalls.co/?p=2425,draft,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
2437,https://gcalls.co/cong-cu-tao-phieu-yeu-cau-ho-tro-ticket-cho-bo-phan-dich-vu-khach-hang/,private,REBUILD_UPDATE_TOPIC,/cong-cu-tao-phieu-yeu-cau-ho-tro-ticket-cho-bo-phan-dich-vu-khach-hang/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2449,https://gcalls.co/?p=2449,draft,REBUILD_UPDATE_TOPIC,/huong-dan-tinh-toan-va-cai-thien-chi-so-cac-cho-doanh-nghiep-nam-2022/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
2462,https://gcalls.co/?p=2462,draft,MERGE_INTO_PRIMARY,(primary is draft — slug TBD),CONSOLIDATE,301 to primary,Same intent; one primary URL only
2472,https://gcalls.co/?p=2472,draft,REBUILD_UPDATE_TOPIC,/chi-so-ces-la-gi-va-khi-nao-nen-su-dung-khao-sat-ces/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
2486,https://gcalls.co/?p=2486,draft,REBUILD_UPDATE_TOPIC,/chi-so-nps-la-gi-va-tai-sao-no-lai-quan-trong-doi-voi-doanh-nghiep/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
2495,https://gcalls.co/?p=2495,draft,REBUILD_UPDATE_TOPIC,/19-vi-du-ve-khao-sat-su-hai-long-cua-khach-hang-va-cac-khao-sat-mau/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2539,https://gcalls.co/?p=2539,draft,REBUILD_UPDATE_TOPIC,/chi-so-csat-la-gi-va-cach-do-luong-chi-so-nay-trong-dich-vu-khach-hang/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2584,https://gcalls.co/?p=2584,draft,REBUILD_UPDATE_TOPIC,/phan-mem-getfly-tinh-nang-ung-dung-va-uu-nhuoc-diem-cua-phan-mem-crm-goc-viet/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2621,https://gcalls.co/?p=2621,draft,REBUILD_UPDATE_TOPIC,/uu-va-nhuoc-diem-cua-cac-giai-phap-trong-phan-mem-crm-hubspot/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2641,https://gcalls.co/?p=2641,draft,REBUILD_UPDATE_TOPIC,/phan-mem-bitrix24-cac-tinh-nang-noi-bat-va-ly-do-nen-lua-chon-bitrix24/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2665,https://gcalls.co/?p=2665,draft,REBUILD_UPDATE_TOPIC,/chien-luoc-khach-hang-trung-tam-customer-centric-cho-doanh-nghiep/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2684,https://gcalls.co/?p=2684,draft,REBUILD_UPDATE_TOPIC,/doi-ngu-ban-hang-nen-quay-lai-van-phong-hay-lam-viec-tu-xa-sau-dai-dich/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2695,https://gcalls.co/?p=2695,draft,REBUILD_UPDATE_TOPIC,/10-dieu-khong-nen-noi-trong-mot-cuoc-goi-cham-soc-khach-hang/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2704,https://gcalls.co/?p=2704,draft,MERGE_INTO_PRIMARY,/cai-thien-trai-nghiem-khach-hang-bang-bieu-mau-cham-diem-danh-gia-cuoc-goi/,CONSOLIDATE,301 to primary,Same intent; one primary URL only
2715,https://gcalls.co/?p=2715,draft,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
2738,https://gcalls.co/?p=2738,draft,REBUILD_UPDATE_TOPIC,/tai-sao-phan-nan-cua-khach-hang-lai-co-ich-cho-doanh-nghiep-cua-ban/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2752,https://gcalls.co/?p=2752,draft,REBUILD_UPDATE_TOPIC,/khach-hang-tu-phuc-vu-va-vi-du-ve-cac-cong-thong-tin-tu-phuc-vu-tot-nhat/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2761,https://gcalls.co/?p=2761,draft,REBUILD_UPDATE_TOPIC,/lam-the-nao-de-ket-noi-2-bo-phan-ban-hang-va-dich-vu-khach-hang/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2768,https://gcalls.co/call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-1/,publish,REBUILD_KEEP_URL,/call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-1/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
2784,https://gcalls.co/loi-ich-ma-giai-phap-tich-hop-dien-thoai-may-tinh-dem-den-cho-call-center/,publish,REBUILD_KEEP_URL,/loi-ich-ma-giai-phap-tich-hop-dien-thoai-may-tinh-dem-den-cho-call-center/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
2811,https://gcalls.co/call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-cuoi/,publish,REBUILD_KEEP_URL,/call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-cuoi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
2819,https://gcalls.co/?p=2819,draft,REBUILD_UPDATE_TOPIC,/uu-nhuoc-diem-cua-phan-mem-quan-ly-quan-he-khach-hang-zoho-crm/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2835,https://gcalls.co/?p=2835,draft,REBUILD_UPDATE_TOPIC,/lieu-salesforce-co-phai-la-phan-mem-crm-tot-nhat-tren-thi-truong/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2850,https://gcalls.co/?p=2850,draft,REBUILD_UPDATE_TOPIC,/uu-va-nhuoc-diem-cua-zendesk-dau-la-phan-mem-help-desk-tot-nhat/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2864,https://gcalls.co/?p=2864,draft,REBUILD_UPDATE_TOPIC,/phan-mem-pancake-pos-tinh-nang-va-nhung-uu-nhuoc-diem-can-biet/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2883,https://gcalls.co/?p=2883,draft,REBUILD_UPDATE_TOPIC,/sapo-pos-la-gi-phan-mem-sapo-pos-co-tot-khong/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
2904,https://gcalls.co/?p=2904,draft,MERGE_INTO_PRIMARY,(primary is draft — slug TBD),CONSOLIDATE,301 to primary,Same intent; one primary URL only
2920,https://gcalls.co/?p=2920,draft,REBUILD_UPDATE_TOPIC,/36-meo-telesales-de-ban-hang-thanh-cong-nam-2021-phan-1/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
2930,https://gcalls.co/?p=2930,draft,REBUILD_UPDATE_TOPIC,/36-meo-telesales-de-ban-hang-thanh-cong-nam-2021-phan-cuoi/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
2958,https://gcalls.co/ban-hang-qua-dien-thoai-lam-gi-neu-khach-hang-noi-toi-khong-co-thoi-gian/,publish,REBUILD_KEEP_URL,/ban-hang-qua-dien-thoai-lam-gi-neu-khach-hang-noi-toi-khong-co-thoi-gian/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
9980,https://gcalls.co/tai-nghe-epos-sennheiser-30-usb-ctrl/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
9991,https://gcalls.co/tai-nghe-epos-sennheiser-sc-60-usb-ctrl/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
9992,https://gcalls.co/tai-nghe-jabra-biz-1100qd-mono/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
9993,https://gcalls.co/tai-nghe-jabra-biz-1100-qd-duo/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
9994,https://gcalls.co/tai-nghe-jabra-biz-1100-usb-mono/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
9995,https://gcalls.co/tai-nghe-jabra-biz-1100-usb-duo/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
9996,https://gcalls.co/tai-nghe-logitech-h340/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
10727,https://gcalls.co/?p=10727,draft,REBUILD_UPDATE_TOPIC,/9-quy-tac-giao-tiep-qua-dien-thoai-voi-khach-hang/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
10728,https://gcalls.co/?p=10728,draft,REBUILD_UPDATE_TOPIC,/dich-vu-khach-hang-chu-dong-chien-luoc-va-gia-tri-doi-voi-doanh-nghiep/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
10729,https://gcalls.co/?p=10729,draft,REBUILD_UPDATE_TOPIC,/lam-the-nao-de-tao-ra-mot-cuoc-khao-sat-ve-muc-do-hai-long-cua-khach-hang-sao-cho-hieu-qua-nhat/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
10730,https://gcalls.co/?p=10730,draft,REBUILD_UPDATE_TOPIC,/huong-dan-cac-buoc-xu-ly-tinh-huong-khach-hang-phan-nan/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
10731,https://gcalls.co/?p=10731,draft,REBUILD_UPDATE_TOPIC,/khach-hang-tu-phuc-vu-va-cac-vi-du-ve-loai-hinh-trang-web-self-service/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
10732,https://gcalls.co/?p=10732,draft,MANUAL_DECISION,PENDING_DECISION,HOLD,NONE,Awaiting manual decision
10733,https://gcalls.co/cuoc-goi-tiep-thi-qua-dien-thoai-la-gi/,publish,REBUILD_KEEP_URL,/cuoc-goi-tiep-thi-qua-dien-thoai-la-gi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10734,https://gcalls.co/cach-tiep-thi-qua-dien-thoai-hieu-qua-xu-ly-3-loi-tu-choi-cuoc-goi-chao-hang/,publish,REBUILD_KEEP_URL,/cach-tiep-thi-qua-dien-thoai-hieu-qua-xu-ly-3-loi-tu-choi-cuoc-goi-chao-hang/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10740,https://gcalls.co/bo-cau-hoi-phong-van-chuyen-vien-telemarketing-va-telesales/,publish,REBUILD_KEEP_URL,/bo-cau-hoi-phong-van-chuyen-vien-telemarketing-va-telesales/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10741,https://gcalls.co/8-loi-khuyen-danh-cho-nha-quan-ly-call-center/,publish,REBUILD_KEEP_URL,/8-loi-khuyen-danh-cho-nha-quan-ly-call-center/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10742,https://gcalls.co/quyet-toan-thue-tncn-doanh-nghiep-va-nguoi-lao-dong-can-biet/,publish,REBUILD_UPDATE_TOPIC,/quyet-toan-thue-tncn-doanh-nghiep-va-nguoi-lao-dong-can-biet/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
10743,https://gcalls.co/?p=10743,draft,REBUILD_UPDATE_TOPIC,/huong-dan-nhan-vien-tu-van-ban-hang-cach-xu-ly-khach-hang-nong-tinh/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
